variable,approved_mean,approved_median,approved_std,rejected_mean,rejected_median,rejected_std,mean_difference,median_difference
FICO_score,697.420918367347,701.0,75.48443599908246,620.9569217289719,625.0,86.52098028049929,76.46399663837508,76.0
Loan_Amount,41956.99708454811,30000.0,28031.00090308232,45638.4233465133,40000.0,28761.819971105604,-3681.4262619651927,-10000.0
Monthly_Gross_Income,7282.37709548105,7113.0,3356.7484752680366,5697.997888209921,5028.0,2769.7346201531823,1584.3792072711285,2085.0
Monthly_Housing_Payment,1600.7641217201167,1617.0,688.763885691868,1655.7266579798707,1670.0,614.6438171544398,-54.96253625975396,-53.0
