Variable,Has_Sector_Mean,Missing_Sector_Mean,Difference,Difference_Pct,P_Value,Significant
FICO_score,629.5644118684089,626.2117995941938,-3.352612274215062,-0.5325288740933187,0.0034091494175611373,Yes
Loan_Amount,45301.411430342014,44254.72139847042,-1046.6900318715925,-2.310502032549343,0.0047482846127823875,Yes
Monthly_Gross_Income,6054.30314232902,3207.3577337287343,-2846.945408600286,-47.023502815636995,0.0,Yes
Monthly_Housing_Payment,1661.076490763198,1483.4189168097394,-177.65757395345872,-10.695327695104046,3.658487707813246e-108,Yes
