Total_Applications,Should_Switch,Pct_Switch,Stay_Current,Switch_From_A,Pct_Switch_From_A,Switch_From_B,Pct_Switch_From_B,Switch_From_C,Pct_Switch_From_C
100000,80556,80.55600000000001,19444,51956,94.46545454545455,26860,97.67272727272727,1740,9.942857142857143
