Cluster,Size,Pct_of_Approvals,Mean_FICO,Mean_Income,Mean_Loan,Mean_DTI,Lender_A_Pct,Lender_B_Pct,Lender_C_Pct
0,5185,47.23943148688047,668.5141755062681,5297.594599807136,25459.016393442624,0.3432995475203928,52.38187078109932,14.098360655737704,33.51976856316297
1,2805,25.555758017492714,752.2631016042781,11222.560071301248,32051.69340463458,0.1569840816274655,58.14616755793226,25.169340463458113,16.684491978609625
2,2986,27.204810495626823,696.0977896851975,7027.482250502344,79909.57803081044,0.25384341070392435,56.39651707970529,17.51507032819826,26.08841259209645
