Metric,Approved_Mean,Denied_Mean,Difference,P_Value,Significant
FICO_score,697.3584811805671,621.8453715616002,75.51310961896684,0.0,True
Monthly_Gross_Income,7506.9986735201455,5802.614572484633,1704.3841010355127,0.0,True
Loan_Amount,42417.50953407395,45607.73142191999,-3190.2218878460408,4.006471591906915e-16,True
DTI,0.28795777500205927,0.3463832883408698,-0.05842551333881052,1.2062321362090705e-102,True
