Variable,F_Statistic,P_Value,Significant,Mean_A,Mean_B,Mean_C,Overall_Mean
FICO_score,363.91027620722394,9.470202058117643e-154,True,697.3584811805671,732.1086734693878,674.7705192629816,697.420918367347
Monthly_Gross_Income,193.94562637335332,1.678978830829801e-83,True,7506.9986735201455,8053.5760204081635,6322.161809045226,7282.37709548105
Loan_Amount,2.1300994219727443,0.11887461104902645,False,42417.50953407395,41790.816326530614,41135.6783919598,41956.99708454811
DTI,50.10619203537321,2.177325271435765e-22,True,0.28795777500205927,0.2468806899474329,0.25385776679591543,0.27134884541000326
LTI,67.13422597714084,1.0493358332324356e-29,True,0.5693614885482232,0.5179603976972622,0.6739197099073023,0.5886180622261539
