Metric,Approved_Mean,Denied_Mean,Difference,P_Value,Significant
FICO_score,674.7705192629816,615.3687220117121,59.4017972512695,5.224148480475927e-264,True
Monthly_Gross_Income,6322.161809045226,5101.539924216328,1220.6218848288981,1.5284773972043627e-103,True
Loan_Amount,41135.6783919598,46009.3007233896,-4873.622331429797,2.4781194640205277e-17,True
DTI,0.25385776679591543,0.3504547928492693,-0.09659702605335385,1.3691402292905528e-115,True
